Region,County,First Dose,Series Complete,Report as of
New York City,Kings,155167,53023,02/10/2021
North Country,Lewis,3086,1333,02/10/2021
Finger Lakes,Livingston,7125,2979,02/10/2021
Central New York,Madison,8400,3597,02/10/2021
Finger Lakes,Monroe,81259,35260,02/10/2021
Mohawk Valley,Montgomery,5363,2319,02/10/2021
Long Island,Nassau,170681,74454,02/10/2021
New York City,New York,187346,73276,02/10/2021
Western New York,Niagara,21348,9037,02/10/2021
Mohawk Valley,Oneida,29810,13084,02/10/2021
Central New York,Onondaga,63078,23546,02/10/2021
Finger Lakes,Ontario,13149,5643,02/10/2021
Mid-Hudson,Orange,24053,11708,02/10/2021
Finger Lakes,Orleans,2922,1080,02/10/2021
Central New York,Oswego,12639,3882,02/10/2021
Mohawk Valley,Otsego,7082,3276,02/10/2021
Mid-Hudson,Putnam,9413,4101,02/10/2021
New York City,Queens,177283,61516,02/10/2021
Capital Region,Rensselaer,18287,7394,02/10/2021
New York City,Richmond,51196,15752,02/10/2021
Mid-Hudson,Rockland,32746,13749,02/10/2021
Capital Region,Saratoga,27125,12147,02/10/2021
Capital Region,Schenectady,16682,7906,02/10/2021
Mohawk Valley,Schoharie,2372,896,02/10/2021
Southern Tier,Schuyler,1940,817,02/10/2021
Finger Lakes,Seneca,3293,913,02/10/2021
North Country,St. Lawrence,18176,6931,02/10/2021
Southern Tier,Steuben,7585,2927,02/10/2021
Long Island,Suffolk,140847,65820,02/10/2021
Mid-Hudson,Sullivan,5945,2952,02/10/2021
Southern Tier,Tioga,3752,1615,02/10/2021
Southern Tier,Tompkins,10659,4373,02/10/2021
Mid-Hudson,Ulster,16082,7330,02/10/2021
Capital Region,Warren,7735,3475,02/10/2021
Capital Region,Washington,5017,2184,02/10/2021
Finger Lakes,Wayne,8386,3218,02/10/2021
Mid-Hudson,Westchester,108853,49949,02/10/2021
Finger Lakes,Wyoming,3608,1724,02/10/2021
Finger Lakes,Yates,2542,873,02/10/2021
Capital Region,Albany,37705,17838,02/11/2021
Western New York,Allegany,2916,1412,02/11/2021
New York City,Bronx,84823,35244,02/11/2021
Southern Tier,Broome,25231,9734,02/11/2021
Western New York,Cattaraugus,6146,2962,02/11/2021
Central New York,Cayuga,9192,3408,02/11/2021
Western New York,Chautauqua,11505,4869,02/11/2021
Southern Tier,Chemung,8782,4288,02/11/2021
Southern Tier,Chenango,4442,1518,02/11/2021
North Country,Clinton,13920,5622,02/11/2021
Capital Region,Columbia,6276,2624,02/11/2021
Central New York,Cortland,4856,1962,02/11/2021
Southern Tier,Delaware,3209,1139,02/11/2021
Mid-Hudson,Dutchess,24979,11514,02/11/2021
Western New York,Erie,102604,48442,02/11/2021
North Country,Essex,5923,2158,02/11/2021
North Country,Franklin,7503,3240,02/11/2021
Mohawk Valley,Fulton,4939,2310,02/11/2021
Finger Lakes,Genesee,5864,2138,02/11/2021
Capital Region,Greene,4455,1339,02/11/2021
North Country,Hamilton,1484,373,02/11/2021
Mohawk Valley,Herkimer,7810,2678,02/11/2021
North Country,Jefferson,12928,4823,02/11/2021
New York City,Kings,160947,57858,02/11/2021
North Country,Lewis,3166,1588,02/11/2021
Finger Lakes,Livingston,7397,3310,02/11/2021
Central New York,Madison,8705,3776,02/11/2021
Finger Lakes,Monroe,82774,37707,02/11/2021
Mohawk Valley,Montgomery,5569,2420,02/11/2021
Long Island,Nassau,175204,80620,02/11/2021
New York City,New York,191647,81106,02/11/2021
Western New York,Niagara,21625,9451,02/11/2021
Mohawk Valley,Oneida,31123,13780,02/11/2021
Central New York,Onondaga,65052,25004,02/11/2021
Finger Lakes,Ontario,13769,6164,02/11/2021
Mid-Hudson,Orange,25655,12404,02/11/2021
Finger Lakes,Orleans,3030,1198,02/11/2021
Central New York,Oswego,13097,4719,02/11/2021
Mohawk Valley,Otsego,7226,3429,02/11/2021
Mid-Hudson,Putnam,9846,4537,02/11/2021
New York City,Queens,183805,67685,02/11/2021
Capital Region,Rensselaer,18690,7799,02/11/2021
New York City,Richmond,53001,17493,02/11/2021
Mid-Hudson,Rockland,34017,14709,02/11/2021
Capital Region,Saratoga,28017,13040,02/11/2021
Capital Region,Schenectady,17177,8316,02/11/2021
Mohawk Valley,Schoharie,2476,1020,02/11/2021
Southern Tier,Schuyler,2015,896,02/11/2021
Finger Lakes,Seneca,3402,980,02/11/2021
North Country,St. Lawrence,18571,7490,02/11/2021
Southern Tier,Steuben,7793,3368,02/11/2021
Long Island,Suffolk,145213,69589,02/11/2021
Mid-Hudson,Sullivan,6107,3033,02/11/2021
Southern Tier,Tioga,3896,1720,02/11/2021
Southern Tier,Tompkins,10942,5181,02/11/2021
Mid-Hudson,Ulster,16842,8348,02/11/2021
Capital Region,Warren,7939,3811,02/11/2021
Capital Region,Washington,5136,2298,02/11/2021
Finger Lakes,Wayne,8601,3905,02/11/2021
Mid-Hudson,Westchester,112254,53656,02/11/2021
Finger Lakes,Wyoming,3744,1925,02/11/2021
Finger Lakes,Yates,2765,1021,02/11/2021
Capital Region,Albany,38783,18788,02/12/2021
Western New York,Allegany,3106,1608,02/12/2021
New York City,Bronx,87015,38358,02/12/2021
Southern Tier,Broome,25938,10595,02/12/2021
Western New York,Cattaraugus,6338,3111,02/12/2021
Central New York,Cayuga,9488,3615,02/12/2021
Western New York,Chautauqua,11763,5626,02/12/2021
Southern Tier,Chemung,9218,4670,02/12/2021
Southern Tier,Chenango,4701,1698,02/12/2021
North Country,Clinton,14420,6044,02/12/2021
Capital Region,Columbia,6596,3027,02/12/2021
Central New York,Cortland,4994,2126,02/12/2021
Southern Tier,Delaware,3304,1284,02/12/2021
Mid-Hudson,Dutchess,25681,11996,02/12/2021
Western New York,Erie,104837,52645,02/12/2021
North Country,Essex,6129,2314,02/12/2021
North Country,Franklin,7911,3434,02/12/2021
Mohawk Valley,Fulton,5071,2432,02/12/2021
Finger Lakes,Genesee,6056,2465,02/12/2021
Capital Region,Greene,4554,1391,02/12/2021
North Country,Hamilton,1526,443,02/12/2021
Mohawk Valley,Herkimer,8002,2984,02/12/2021
North Country,Jefferson,13311,5083,02/12/2021
New York City,Kings,167411,62366,02/12/2021
North Country,Lewis,3336,1624,02/12/2021
Finger Lakes,Livingston,7544,3815,02/12/2021
Central New York,Madison,8944,3956,02/12/2021
Finger Lakes,Monroe,85398,41426,02/12/2021
Mohawk Valley,Montgomery,5719,2615,02/12/2021
Long Island,Nassau,182490,88648,02/12/2021
New York City,New York,196298,88892,02/12/2021
Western New York,Niagara,21900,9861,02/12/2021
Mohawk Valley,Oneida,32021,14709,02/12/2021
Central New York,Onondaga,66349,26894,02/12/2021
Finger Lakes,Ontario,14306,6828,02/12/2021
Mid-Hudson,Orange,26040,13227,02/12/2021
Finger Lakes,Orleans,3074,1301,02/12/2021
Central New York,Oswego,13367,5607,02/12/2021
Mohawk Valley,Otsego,7501,3877,02/12/2021
Mid-Hudson,Putnam,10068,4797,02/12/2021
New York City,Queens,191164,74255,02/12/2021
Capital Region,Rensselaer,19492,8400,02/12/2021
New York City,Richmond,54714,18686,02/12/2021
Mid-Hudson,Rockland,34692,15608,02/12/2021
Capital Region,Saratoga,28863,13947,02/12/2021
Capital Region,Schenectady,17784,8848,02/12/2021
Mohawk Valley,Schoharie,2619,1097,02/12/2021
Southern Tier,Schuyler,2032,1098,02/12/2021
Finger Lakes,Seneca,3607,1075,02/12/2021
North Country,St. Lawrence,19156,8051,02/12/2021
Southern Tier,Steuben,7968,3841,02/12/2021
Long Island,Suffolk,150587,74201,02/12/2021
Mid-Hudson,Sullivan,6469,3129,02/12/2021
Southern Tier,Tioga,4010,1811,02/12/2021
Southern Tier,Tompkins,11151,5728,02/12/2021
Mid-Hudson,Ulster,17345,8689,02/12/2021
Capital Region,Warren,8116,4156,02/12/2021
Capital Region,Washington,5239,2403,02/12/2021
Finger Lakes,Wayne,9004,4255,02/12/2021
Mid-Hudson,Westchester,114643,57364,02/12/2021
Finger Lakes,Wyoming,3926,2074,02/12/2021
Finger Lakes,Yates,2836,1098,02/12/2021
Capital Region,Albany,39309,19639,02/13/2021
Western New York,Allegany,3139,1643,02/13/2021
New York City,Bronx,88706,40111,02/13/2021
Southern Tier,Broome,26291,10988,02/13/2021
Western New York,Cattaraugus,6386,3316,02/13/2021
Central New York,Cayuga,9640,4196,02/13/2021
Western New York,Chautauqua,11930,5801,02/13/2021
Southern Tier,Chemung,9327,4785,02/13/2021
Southern Tier,Chenango,4918,1740,02/13/2021
North Country,Clinton,14618,6355,02/13/2021
Capital Region,Columbia,6697,3211,02/13/2021
Central New York,Cortland,5045,2265,02/13/2021
Southern Tier,Delaware,3422,1386,02/13/2021
Mid-Hudson,Dutchess,26279,12457,02/13/2021
Western New York,Erie,106889,55875,02/13/2021
North Country,Essex,6285,2460,02/13/2021
North Country,Franklin,8057,3643,02/13/2021
Mohawk Valley,Fulton,5151,2479,02/13/2021
Finger Lakes,Genesee,6129,2633,02/13/2021
Capital Region,Greene,4613,1884,02/13/2021
North Country,Hamilton,1576,502,02/13/2021
Mohawk Valley,Herkimer,8185,3119,02/13/2021
North Country,Jefferson,13525,5336,02/13/2021
New York City,Kings,173208,65841,02/13/2021
North Country,Lewis,3380,1658,02/13/2021
Finger Lakes,Livingston,7615,3879,02/13/2021
Central New York,Madison,9086,4094,02/13/2021
Finger Lakes,Monroe,86987,43901,02/13/2021
Mohawk Valley,Montgomery,5778,2675,02/13/2021
Long Island,Nassau,186737,93462,02/13/2021
New York City,New York,201662,94774,02/13/2021
Western New York,Niagara,22288,10487,02/13/2021
Mohawk Valley,Oneida,32755,15360,02/13/2021
Central New York,Onondaga,67363,28748,02/13/2021
Finger Lakes,Ontario,14611,7173,02/13/2021
Mid-Hudson,Orange,26375,13668,02/13/2021
Finger Lakes,Orleans,3089,1349,02/13/2021
Central New York,Oswego,13522,6771,02/13/2021
Mohawk Valley,Otsego,7714,3977,02/13/2021
Mid-Hudson,Putnam,10258,4957,02/13/2021
New York City,Queens,198370,78409,02/13/2021
Capital Region,Rensselaer,19685,8728,02/13/2021
New York City,Richmond,56341,19929,02/13/2021
Mid-Hudson,Rockland,35227,16389,02/13/2021
Capital Region,Saratoga,29417,14969,02/13/2021
Capital Region,Schenectady,18191,9276,02/13/2021
Mohawk Valley,Schoharie,2655,1135,02/13/2021
Southern Tier,Schuyler,2040,1111,02/13/2021
Finger Lakes,Seneca,3655,1393,02/13/2021
North Country,St. Lawrence,19418,8556,02/13/2021
Southern Tier,Steuben,8079,4115,02/13/2021
Long Island,Suffolk,154637,77035,02/13/2021
Mid-Hudson,Sullivan,6577,3207,02/13/2021
Southern Tier,Tioga,4062,1872,02/13/2021
Southern Tier,Tompkins,11292,5877,02/13/2021
Mid-Hudson,Ulster,17696,8996,02/13/2021
Capital Region,Warren,8501,4273,02/13/2021
Capital Region,Washington,5466,2459,02/13/2021
Finger Lakes,Wayne,9150,4432,02/13/2021
Mid-Hudson,Westchester,116611,60455,02/13/2021
Finger Lakes,Wyoming,3972,2101,02/13/2021
Finger Lakes,Yates,2911,1124,02/13/2021
Capital Region,Albany,40008,20133,02/14/2021
Western New York,Allegany,3160,1648,02/14/2021
New York City,Bronx,89927,41939,02/14/2021
Southern Tier,Broome,26732,11391,02/14/2021
Western New York,Cattaraugus,6500,3358,02/14/2021
Central New York,Cayuga,9784,4724,02/14/2021
Western New York,Chautauqua,12100,6025,02/14/2021
Southern Tier,Chemung,9370,4824,02/14/2021
Southern Tier,Chenango,4951,1789,02/14/2021
North Country,Clinton,14783,6700,02/14/2021
Capital Region,Columbia,6849,3268,02/14/2021
Central New York,Cortland,5115,2318,02/14/2021
Southern Tier,Delaware,3560,1408,02/14/2021
Mid-Hudson,Dutchess,26728,12726,02/14/2021
Western New York,Erie,108376,57385,02/14/2021
North Country,Essex,6424,2550,02/14/2021
North Country,Franklin,8251,3776,02/14/2021
Mohawk Valley,Fulton,5210,2603,02/14/2021
Finger Lakes,Genesee,6214,2734,02/14/2021
Capital Region,Greene,4785,1974,02/14/2021
North Country,Hamilton,1577,505,02/14/2021
Mohawk Valley,Herkimer,8376,3266,02/14/2021
North Country,Jefferson,13672,5564,02/14/2021
New York City,Kings,176937,70505,02/14/2021
North Country,Lewis,3396,1687,02/14/2021
Finger Lakes,Livingston,7689,3960,02/14/2021
Central New York,Madison,9197,4201,02/14/2021
Finger Lakes,Monroe,88646,45857,02/14/2021
Mohawk Valley,Montgomery,5851,2711,02/14/2021
Long Island,Nassau,190202,98206,02/14/2021
New York City,New York,205557,99458,02/14/2021
Western New York,Niagara,22566,10786,02/14/2021
Mohawk Valley,Oneida,33463,16116,02/14/2021
Central New York,Onondaga,68376,30282,02/14/2021
Finger Lakes,Ontario,14762,7398,02/14/2021
Mid-Hudson,Orange,26692,13942,02/14/2021
Finger Lakes,Orleans,3110,1400,02/14/2021
Central New York,Oswego,13663,7248,02/14/2021
Mohawk Valley,Otsego,7816,4046,02/14/2021
Mid-Hudson,Putnam,10425,5070,02/14/2021
New York City,Queens,203301,83975,02/14/2021
Capital Region,Rensselaer,19925,9006,02/14/2021
New York City,Richmond,57409,22707,02/14/2021
Mid-Hudson,Rockland,35720,16878,02/14/2021
Capital Region,Saratoga,30155,15325,02/14/2021
Capital Region,Schenectady,18702,9618,02/14/2021
Mohawk Valley,Schoharie,2677,1156,02/14/2021
Southern Tier,Schuyler,2076,1133,02/14/2021
Finger Lakes,Seneca,3674,1437,02/14/2021
North Country,St. Lawrence,19657,8957,02/14/2021
Southern Tier,Steuben,8152,4223,02/14/2021
Long Island,Suffolk,157009,79957,02/14/2021
Mid-Hudson,Sullivan,6618,3270,02/14/2021
Southern Tier,Tioga,4178,1930,02/14/2021
Southern Tier,Tompkins,11456,6010,02/14/2021
Mid-Hudson,Ulster,17984,9222,02/14/2021
Capital Region,Warren,8727,4345,02/14/2021
Capital Region,Washington,5581,2504,02/14/2021
Finger Lakes,Wayne,9276,4627,02/14/2021
Mid-Hudson,Westchester,118416,62507,02/14/2021
Finger Lakes,Wyoming,4012,2121,02/14/2021
Finger Lakes,Yates,2949,1193,02/14/2021
Capital Region,Albany,40697,20804,02/15/2021
Western New York,Allegany,3233,1693,02/15/2021
New York City,Bronx,90711,42745,02/15/2021
Southern Tier,Broome,27349,11959,02/15/2021
Western New York,Cattaraugus,6667,3474,02/15/2021
